web_scraper_order,web_scraper_start_url,pagination-selector,data-page-selector,data_0,name_0,price_0,price_1,name_2,name_3,VIN_0,Mileage_0,Engine_0,Transmission_0,Drivetrain_0,Color_0,Body_Type_0,image_0
"1770619266-133","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/mazda/cx5/893","Под заказ","2018 Mazda CX-5 TOURING","25 930р.","8 500$ / 7 650€","Mazda","CX-5","VIN: ******","46184 миль.","2.5 л","Автомат","Полный","Синий","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2aecaa32-e990-48bd-841e-1b6dc14f031c/amby-4ea5e85f53bbf5fadf296ec55f696cafvPrklGx7iY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d6854ec5-516e-4f5e-83bf-3805d6a1466a/amby-99fcbc1a9d3b6bc5f58ed500e7ed76bd6iAfOZqPa0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e17dfc50-f023-4fb2-a029-3776057a713c/amby-00992387e5e95cbb803f3f36be4d178a9K3q8IzhN5.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9d7cca7e-147f-485c-83c6-6ad6348c2fcf/amby-01692454267e2fadf0d4e45c8c78ee80G9nTlrKNpB.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/92055d42-ee10-4c49-bd8b-5522e0dbaae5/amby-9f319e38ba359060e9239c9b32da04d8GbvczqjakA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/49b5e141-37b0-44cd-99f9-e077e0fb7da2/amby-f70bb3c53630503b9995dc67950db83dp6hQ3eMFyg.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0d20d8e6-70c0-41ad-93e0-6213aa857c16/amby-ba5fcf658d6f2117a952eb0388dfe2d39uxbmdj1US.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/47bc352d-ad17-457a-ad38-83f3fbbf9959/amby-a3524aa6df71e00463a96f777642a77bbgwTNjXkWB.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1a4c64e6-4399-4bfb-a374-7fa93acbefdd/amby-be881181c2dd69d8a0c930bb049afe7f07jMGl2TUN.jpg"
"1770619274-134","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/nissan/rogue/894","Под заказ","2018 Nissan Rogue S","22 880р.","7 500$ / 6 750€","Nissan","Rogue","VIN: ******","40251 миль.","2.5 л","Автомат","Полный","Cерый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/92cb1d00-6027-4efd-b84f-0e64a7d275ba/amby-a192aed958855bfe497239ca8077e19fqhTmjs1FpX.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8e6bba56-f310-4ec1-8282-1fe300647072/amby-c7221e21dd71a1892f93c8eaefb3d149U3Ip2MQuqN.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/85f0690e-1b56-4dc7-9944-f3cad89a1df6/amby-95b038242f9896421f83cca6da91dbfdOzkPatvRXh.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/207921da-64bb-4c77-a283-4b361cdd5cc5/amby-c6d5742d7f440cdfb755f1b6e9b0577bb9PZNVEdB4.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c8fc2067-6d50-49cb-b8b8-64184633ac81/amby-3eee158a338bcb426d14c7f60e03f299Qz2C3Dnliv.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/179f7262-477a-4b9d-8a02-0cba6e086a97/amby-3fb4722ec1a323d68f343400df7efe78S9qVnv6pTA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/21156257-3096-4c97-acbf-e1e75021e3f8/amby-1842f1c9e7b335f22f60f23c7677c39a3KIF9xiRTZ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4ca1cef7-c44c-4e05-8f49-51a64831a562/amby-e7919408e49f126db45dc851edab69b4dE3jQfZnSW.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/89d76c37-78e0-483c-aaf1-8bf28c35adbc/amby-e8853003900e91e8044a094f30c72aa7T2MNxPfzKc.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2b1b4093-4f56-4cf7-8e4b-53c79342e443/amby-64c99f2867ba6f0733aba807c66617f7gb06kNd7a2.jpeg"
"1770619283-135","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/bmw/x3/895","Под заказ","2019 BMW X3 XDRIVE30I","55 510р.","18 200$ / 16 380€","BMW","X3","VIN: 5UXTR9C52KL******","42422 миль.","2 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2c883ca4-4d94-4c41-9a05-07260a0f0e23/amby-d8b768d283cc6b5227c8ad9ae852b57c6pj38sJtkS.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cc104106-badd-4131-9d72-da797f2623cf/amby-a92a52309725091d43be35e39c8d617dRDiONToM8d.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d8d98802-d97a-4ac4-a872-d7a5ecbcfcb8/amby-b43089d07a0a50f8c7998b753a54840b5EsdpQnU0v.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/627d9faf-888a-4e7f-aa1f-5799f6e099c1/amby-90b246c3ce24257a7b96930bc4e4b1b4gWQTfHJDa3.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ff9ff89c-eee0-49ae-a361-4cd9ccb5aedf/amby-95e057c0e8892486127673037280c7d5jNSovpMqfY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/056bef78-9918-4550-abcc-0b38575167e2/amby-3d16072d05adbbaed4d349fbf46d4237fG8A5YcDKQ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a6e84af5-6a10-45fe-a9e9-a78969395f9b/amby-d7f4a756596449d319ccd9f80d6e32d2uWPnRMYCS4.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/33acc476-1049-40b3-8a9e-0da77ee1ed33/amby-19bb18e63f5b4d749f0a45b142fad5531jDXfeScun.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ce14ff8c-1008-4786-8af9-71d841c79c41/amby-185e6ff489ba325b6ca38f1ab3d7e1f3i4aFGyM1BZ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/900cad72-7772-4d33-a413-a7ecfd8e2d26/amby-a683bb878a22fc5ba276829edf2eadd7esb96qGQ2U.jpg"
"1770619291-136","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/bmw/x3/896","Под заказ","2020 BMW X3 XDRIVE30I","54 900р.","18 000$ / 16 200€","BMW","X3","VIN: 5UXTY5C02LL******","42694 миль.","2 л","Автомат","Полный","Белый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b3916b3a-028a-4ed1-aae2-f1310d1704ed/amby-435f11d228f20fb703be0d4865cd6afab1eTG4y5X0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/43ff932e-77d0-49be-bcd8-94a9e460f3c5/amby-58a867d01c38ff5dd41416e9b9694b21jN3VnZ0xzM.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/bb216354-03fb-4233-b779-94fae7f1886f/amby-88e6cbf4f109806aa38a010735306009F3rN8BW2oi.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ced6d7eb-2a5f-44a9-aad6-cf03ecc56392/amby-435f11d228f20fb703be0d4865cd6afa258ftg0JlQ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/60460da6-288f-4bf5-b911-0f55b13e48eb/amby-416c8814add825553cc8e8972dba211dZJLFPlD3UO.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/01a30791-a101-436c-b852-d02baec53381/amby-0d8e21e0ec81c3fcaa43f5c16c921d96u69bPtqMJA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b421939e-232b-4531-8430-efd0ace09f1e/amby-82de2b9dc267c9f3f23dec4cc1b9722cevtJ83yKco.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/967ada7f-7cd9-42a3-96e1-fb904de9831b/amby-097abc286730c11c2f17b1689bbb45c7bYXl7Ltidu.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/66fe41f3-f26d-4013-a50d-ca0fbeb0d436/amby-f4b2d3f5288cc245d444d8a9f156b1f90ueMXCASyp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d932bfe9-339a-4ca4-9cac-064647f2fa15/amby-7ba3a077de0f6f45f352d0cfea0aeef7ocrP3lWDGv.jpg"
"1770619302-137","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/bmw/x5/897","Под заказ","2019 BMW X5 XDRIVE40I","71 680р.","23 500$ / 21 150€","BMW","X5","VIN: 5UXCR6C5XKL******","35640 миль.","3 л","Автомат","Полный","Белый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/fc092407-007a-480c-a353-3dedf0b7c083/amby-32bce30ef52c3b41ca4d1ea12a474739hHdTEVCoSX.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0dae8c78-ebde-4321-9546-fc2e323710c4/amby-daf9c39ed837e1c688565088d0787b73pakjCyw1A9.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d638b7f1-7cc4-4047-8b0c-0cc6e36272ac/amby-201745038d9ef8fce3f60ad0329fab3dwhWRLFk3oB.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6b66aa63-cea3-4e73-a2fe-1141a6773307/amby-c1a531a35e9c3756332d98b6a7e4e27aa02DcsMAZo.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/015519a8-0540-4f19-94de-deb562892913/amby-604c208da6ad48eb9f117b0f5ed7f592ZY5ANItMWT.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e847cdc0-7a3b-408b-9859-597007497623/amby-671c4477c68d3d00f1664af3987dae803ohE79XvZB.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c1a43c99-849f-49fc-a021-141cea490533/amby-6ddaf0e4e5685ee30beca5ef72cd5193K5HWdExoZb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4097811f-4f65-4048-924f-33dc3842ae84/amby-c940f651a8ff981dc49d057855da620bWfu07cCDbI.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/42b1b09d-3310-4ce8-9145-a0fb682136cd/amby-d45a582b0addd9fc22709bfd52eb3837emlHY4K9sD.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9baff3ef-829e-44b0-a9db-a69abf09d385/amby-bf5057d6c4959b49624d1dfcb24f2b05YHpR1Pnycf.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7171d3f3-3325-4613-8994-a85f4e26ce0a/amby-32bce30ef52c3b41ca4d1ea12a4747395wfd4hPoXn.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/07a770b8-89cd-4a16-a3d5-d8cef1b03c7a/amby-aced414093d55bad4d5ff2f431eb94d0iXvsCFY8Oa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/085b0cdc-2346-4d1d-9db7-8299f13ead04/amby-8a0b4e68b43f7fbbc17f67d467a55387N2hQPAKIOY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c4ea5769-6116-4fda-8862-3f0f9499bb21/amby-5ddbbc6fbf5bcb44857e435ec3839d38NK84VaTXd6.jpg"
"1770619311-138","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=4","https://americamotors.by/transport/mercedes-benz/gle1913081139/898","Под заказ","2020 Mercedes-Benz GLE GLE 350","85 400р.","28 000$ / 25 200€","Mercedes-Benz","GLE","VIN: 4JGFB4KB6LA******","24196 миль.","2 л","Автомат","Полный","Синий","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a25a812f-d865-4e5d-a845-4b13386fda3c/amby-788569b87d136ce8725c2587671eec43DyOqGkB4c5.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/02efe463-2c77-4068-975c-6bcd63f7a0cf/amby-b9ae52bb83f54ff22a2371ff858636caSqXjKu5PfQ.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f8f12c70-33ec-4f5f-ae18-9beeb246fdfc/amby-28703b0e2cc5ba0162acfe5874d42010y7JtwWNprc.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0e9852be-f16d-4ac8-a31c-7b6268913e00/amby-172e611931e8456265641a1124ea48864jAbTZqfyW.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/57488454-84d4-4739-b88a-d660d6d0d72f/amby-7d79e30717a67fb227f7ffa30a7a8c89OLaeZc2h9g.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/fdb9f830-6e18-4c75-bb50-1e74912d8b5a/amby-6e15d273802c70077d41991c06db8724oPcWeGwlJm.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/029a90e7-d451-422e-b652-e7dbd5ffd662/amby-c6a26cb5be1b0f2ba5fd9713cc8c50c0jQkXuxwLoH.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9cd8eee5-2d6c-4793-a617-59aee8ab650c/amby-63bf05ac8d20403c1716fc4fb340c74bZahTyleIio.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/fe9102ca-4fc4-4691-931b-5a32380c9e16/amby-a2665211c06edf8812a6d3d38e108130PBuc0d15v9.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/82de78ea-7bae-414a-9150-7d4788fcd0bc/amby-788569b87d136ce8725c2587671eec43VQzljt4Dxy.jfif"
"1770619334-139","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=3","https://americamotors.by/transport/audi/q7/899","Под заказ","2018 Audi Q7 PRESTIGE","54 900р.","18 000$ / 16 200€","Audi","Q7","VIN: WA1VAAF7XJD******","76409 миль.","3 л","Автомат","Полный","Белый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6b63002a-5d84-4d0d-aafa-eb02317385c7/amby-bfa93b17be059bc018d328cb26d0f416hXebkp30qL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c058575d-75b6-4c54-a13f-b413e71e0976/amby-a6f4caf18844df3bd09d59e2f159f02aMxhuYDGyUz.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5ae3fa29-5e3d-4dae-9727-4675aa9d908c/amby-d17770b8840fd858cf5bdde96377bf6dE5wpGDXy4d.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d603603b-25d6-4159-a94d-01910d3ce1e9/amby-044c6714ca92568dbb80b2dbc47f2939hX4Aj1dL8Q.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6103c468-e05e-40d5-9065-f355c0a1d475/amby-6eb6603255e4b06df8a54ed98fcda7c8gfEhxolTU6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b0a69299-784a-40ec-b8e0-8de0b1fe84c2/amby-155fc5f4630c6c378d24038452ba9dbbogyIGVOL6A.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f1c1ea4a-c373-4be0-810a-928f943c7e5c/amby-5ce3eeb4d9e1163929af30cb9b3396d2ieTL6Uuryp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/da373b64-7e51-4f4c-a426-e219c99624fc/amby-3e5e25643bdbd90e83bcef1bdd7e02ed37I0UZD1GL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/36cb5ae1-6c8c-4177-82b9-5fa332daa477/amby-bfa93b17be059bc018d328cb26d0f416tz7UVoiMkL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a2c25d8a-2679-4019-bd10-136d385c658d/amby-87d6545a19d1d67d739344abd1320ef41F6doUCXVv.jpg"
"1770619344-140","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=3","https://americamotors.by/transport/ford/escape/900","Под заказ","2020 Ford Escape SE","25 010р.","8 200$ / 7 380€","Ford","Escape","VIN: 1FMCU9G66LU******","15861 миль.","1.5 л","Автомат","Полный","Золотистый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/14b741ee-2bbb-4924-9866-f7167130752e/amby-ceb62e6796faba6dfcfe6e1e7065fb449UBkGJlgw6.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/799a8ca1-0c13-42c8-bd69-bfaa0c18ffad/amby-2902ba347cd3445b941e51e0892954abtPYk8HxdJQ.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0ed452e0-f2ff-4b50-8246-63884229391d/amby-dac02195f916464d5727f9e60d1c49bdq4bj28e97U.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/bb313fa8-420d-43b5-8efc-75c83f615dda/amby-30b6b155a1c70f13038a5c550a92ca01QklACujzeB.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ff2e0c25-1e2a-4a67-9207-959b8a9b9ec1/amby-c22243a67c877529313e79d55bb27b62h9tZsjO2Fz.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7e3199c2-d91d-4408-bdfa-08d15d74c0fd/amby-325442a2348ee7b136bb8febfe6cb064vqPFX78ZuO.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/29ff4469-68bf-4263-bc03-db94697bc69e/amby-ceb62e6796faba6dfcfe6e1e7065fb44LiHaFADYVI.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4d7d638e-c5ca-4d7f-8d66-ca30418c7cc8/amby-9204433a1da3665ee34ac3b519349093VewIWvzUm8.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/27c5b012-4280-401b-a9ad-d2913b691743/amby-c143d85dae744005dee0fac8c72d1ae4zSXT0Ojflg.png"
"1770619355-141","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=3","https://americamotors.by/transport/chevrolet/equinox/901","Под заказ","2019 Chevrolet Equinox LT","22 880р.","7 500$ / 6 750€","Chevrolet","Equinox","VIN: 3GNAXKEV9KS******","32628 миль.","1.5 л","Автомат","Передний","Золотистый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1b772e0f-b92a-4fae-85ad-bd982454fb88/amby-2bcdfb50c3fb3e7f1623754907ae8140MpRU1tvS8b.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0a7f9818-ad02-425c-9cc1-42ea6424818e/amby-f7e117e904da9e4e9ac601021dceca936HQndesvWl.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5efa1a4e-ff04-41cc-aa38-01c6671a0cbf/amby-2bcdfb50c3fb3e7f1623754907ae81407g0KrZAHc3.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/60fd019c-8ca4-470e-ac13-b882ebdb8978/amby-ae05b1aa7b9ad972133c41f41c8f67cfUnbOqcvB7p.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/25170db1-948e-4536-abd4-1983639987d3/amby-2224b79f77318f1ea2469bd14730f106GYBLoQyajn.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e5484870-45a3-487b-bc58-18b751cdae90/amby-5ad3e1e0fe6db7af8b61bd9c4216dc4fr9Ay1Yg0J7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/590bc5e1-354b-4398-81dc-731f4fd331e4/amby-5fd4109593f28ffc08aa3d7478da414eVZ3CUH1rJL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/aba0bcb1-826c-4a38-9dd6-4a61d652bad4/amby-3482644bc73c95350dc961ab1e80477bE1BKlDYUGC.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5bbdca1a-09cd-43e5-93de-2936d439123c/amby-5a57376dbb1c6902c18d49d27dae0278hFRcjgPAX2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6feb66d6-9bef-40b8-b287-62213fc44e99/amby-4d12a50b71e09bec54a51bddb886d4236zIPGvK07E.jpg"
"1770619369-142","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=3","https://americamotors.by/transport/chevrolet/equinox/902","Под заказ","2020 Chevrolet Equinox LS","21 350р.","7 000$ / 6 300€","Chevrolet","Equinox","VIN: 2GNAXHEV3L6******","60399 миль.","1.5 л","Автомат","Передний","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f7bb0a55-9a03-4a42-be43-2b1eada8a87a/amby-dac02195f916464d5727f9e60d1c49bdWRX3Vtm4q7.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a77fc9dd-4ec4-42d1-b4d3-36a8cf9f0ebf/amby-75c168b671d4ce827fca23907d85f114P6thysJYp3.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/94afb319-7391-4e17-a3d1-9d564be1304f/amby-9204433a1da3665ee34ac3b5193490934Qlvf9R0EU.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/bf660162-99e8-4abd-8c25-3b8f78397e05/amby-fd1c75b2033fad165c8642d4ac43a299PcrhRlpat9.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4ca2a4b6-15ca-4e20-9bf7-a0239705f614/amby-c143d85dae744005dee0fac8c72d1ae4AVZ8HzcQWv.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/afa193aa-e683-4dda-9aa5-f35f0e487a48/amby-325442a2348ee7b136bb8febfe6cb064oiPwLSd1jZ.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cdc59b5e-9929-4900-a557-ff323e5d4629/amby-30b6b155a1c70f13038a5c550a92ca01LJ6Y4Sj1od.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/caaabc8a-b5d4-49a4-b42c-eb8804857d80/amby-c22243a67c877529313e79d55bb27b625r3lTyXjmu.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/eea43331-e49d-44ac-87cb-19cc51aa4945/amby-2902ba347cd3445b941e51e0892954ab97ayxBSW0O.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f6f37231-0431-4983-b9f7-8dc3217d3442/amby-fc9ef2e881584a8e8e654f54f5975067R2wyGKaWpV.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cb0b862f-9a25-4782-a7f7-66f0ce14fff4/amby-03931d553b0adc4f1573bc8d893431334YoR2UWTwr.png
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c163e64c-2e03-441b-a3e4-a6c15ca06af3/amby-ceb62e6796faba6dfcfe6e1e7065fb44vfmqR6M4Va.png"
"1770619382-143","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=3","https://americamotors.by/transport/ford/explorer/903","Под заказ","2020 Ford Explorer ST","57 950р.","19 000$ / 17 100€","Ford","Explorer","VIN: 1FM5K8GC5LG******","35557 миль.","3 л","Автомат","Полный","Черный","Внедорожник","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4bb4253f-b902-40ac-8d66-adc3711a2534/amby-3c234da790ed59e3686202fcc6300f700tKebd6yJf.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cfd2764b-8584-4155-8947-f1a875275cda/amby-45a6f379d980bb68a0057ae88fff078esJGV8jDhS0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/738a97ee-ce02-4386-ac56-4245b2e96c22/amby-3895677fd77bb95a5eccc6a5c794486an73WN8CAbK.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/59e64079-0240-44ce-a70c-22f80c657912/amby-e75915c3968b8e9628cfe34825dc2409iZYFkOSyAL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9add327e-4da9-4136-b1da-cb5644da9d5b/amby-e2c02443f713e641cccb0e7499b730a7QU7qOHtYTg.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9c8d086d-e439-4b47-8600-0ad985e69e10/amby-cd61a77c807f9627e9237f5ffbc92653OjyqG1WhLC.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a02b7b38-ca50-4675-918e-567a6a006c0f/amby-46eb9410e7334d33bfdd6f3f2869ba0cnedL24JHz6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/90722498-dfc5-434c-acca-b8b2739e6e71/amby-ff74aafce8231001f801f2adbda391a212gnrLJRD9.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5d30cc91-949c-4c4e-9156-a26710440ca6/amby-e77b7e9e8350ed174123be5bd7d1aed5gjm4qQNhJo.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/90fbeb0c-fd7f-494a-abb4-1c5ee455fd7f/amby-3c234da790ed59e3686202fcc6300f70ZH0V7FbOPA.jpg"
